11:38:52.494404 ARP, Request who-has 10.12.19.23 (ff:ff:ff:ff:ff:ff) tell 10.12.100.44, length 46
11:38:52.695113 IP 10.12.100.44.63818 > 10.12.19.23.1419: UDP, length 0
11:38:58.451541 IP 10.12.100.44.63818 > 10.12.19.23.5353: 0 PTR (QM)? _services._dns-sd._udp.local. (46)
11:38:58.451548 IP 10.12.100.44.63818 > 10.12.19.23.776: UDP, length 0
11:38:58.453754 IP 10.12.100.44.63818 > 10.12.19.23.41370: UDP, length 0
11:38:58.456105 IP 10.12.100.44.63818 > 10.12.19.23.22846: UDP, length 0
11:38:58.458330 IP 10.12.100.44.63818 > 10.12.19.23.17533: UDP, length 0
11:38:58.485509 IP 10.12.100.44.63819 > 10.12.19.23.20360: UDP, length 0
11:38:58.494598 IP 10.12.100.44.63819 > 10.12.19.23.49212: UDP, length 0
11:38:58.497173 IP 10.12.100.44.63819 > 10.12.19.23.26720: UDP, length 0
11:38:58.497180 IP 10.12.100.44.63819 > 10.12.19.23.20717: UDP, length 0
11:38:58.499515 IP 10.12.100.44.63819 > 10.12.19.23.20217: UDP, length 0
11:38:58.501578 IP 10.12.100.44.63819 > 10.12.19.23.5353: 0 PTR (QM)? _services._dns-sd._udp.local. (46)
11:38:58.504114 IP 10.12.100.44.63819 > 10.12.19.23.41370: UDP, length 0
11:38:58.504120 IP 10.12.100.44.63819 > 10.12.19.23.776: UDP, length 0
11:38:58.506389 IP 10.12.100.44.63819 > 10.12.19.23.22846: UDP, length 0
11:38:58.508767 IP 10.12.100.44.63819 > 10.12.19.23.17533: UDP, length 0
11:38:58.535857 IP 10.12.100.44.63818 > 10.12.19.23.363: UDP, length 0
11:38:58.544846 IP 10.12.100.44.63818 > 10.12.19.23.67:  [|bootp]
11:38:58.547790 IP 10.12.100.44.63818 > 10.12.19.23.17282: UDP, length 0
11:38:58.547797 IP 10.12.100.44.63818 > 10.12.19.23.3703: UDP, length 0
11:38:58.550167 IP 10.12.100.44.63818 > 10.12.19.23.19789: UDP, length 0
11:38:58.552600 IP 10.12.100.44.63818 > 10.12.19.23.34577: UDP, length 0
11:38:58.554937 IP 10.12.100.44.63818 > 10.12.19.23.37212: UDP, length 0
11:38:58.554956 IP 10.12.100.44.63818 > 10.12.19.23.20678: UDP, length 0
11:38:58.557303 IP 10.12.100.44.63818 > 10.12.19.23.21358: UDP, length 0
11:38:58.559619 IP 10.12.100.44.63818 > 10.12.19.23.49161: UDP, length 0
11:38:58.586115 IP 10.12.100.44.63819 > 10.12.19.23.363: UDP, length 0
11:38:58.594835 IP 10.12.100.44.63819 > 10.12.19.23.67:  [|bootp]
11:38:58.598229 IP 10.12.100.44.63819 > 10.12.19.23.3703: UDP, length 0
11:38:58.598241 IP 10.12.100.44.63819 > 10.12.19.23.17282: UDP, length 0
11:38:58.600584 IP 10.12.100.44.63819 > 10.12.19.23.19789: UDP, length 0
11:38:58.603024 IP 10.12.100.44.63819 > 10.12.19.23.34577: UDP, length 0
11:38:58.605380 IP 10.12.100.44.63819 > 10.12.19.23.20678: UDP, length 0
11:38:58.605387 IP 10.12.100.44.63819 > 10.12.19.23.37212: UDP, length 0
11:38:58.607428 IP 10.12.100.44.63819 > 10.12.19.23.21358: UDP, length 0
11:38:58.609837 IP 10.12.100.44.63819 > 10.12.19.23.49161: UDP, length 0
11:38:58.636246 IP 10.12.100.44.63818 > 10.12.19.23.3343: UDP, length 0
11:38:58.645205 IP 10.12.100.44.63818 > 10.12.19.23.1346: UDP, length 0
11:38:58.648678 IP 10.12.100.44.63818 > 10.12.19.23.113: UDP, length 0
11:38:58.648692 IP 10.12.100.44.63818 > 10.12.19.23.1027: UDP, length 0
11:38:58.651182 IP 10.12.100.44.63818 > 10.12.19.23.1886: UDP, length 0
11:38:58.653556 IP 10.12.100.44.63818 > 10.12.19.23.38037: UDP, length 0
11:38:58.655960 IP 10.12.100.44.63818 > 10.12.19.23.34358: UDP, length 0
11:38:58.655966 IP 10.12.100.44.63818 > 10.12.19.23.25546: UDP, length 0
11:38:58.658229 IP 10.12.100.44.63818 > 10.12.19.23.4444: UDP, length 0
11:38:58.660598 IP 10.12.100.44.63818 > 10.12.19.23.3401: UDP, length 0
11:38:58.686479 IP 10.12.100.44.63819 > 10.12.19.23.3343: UDP, length 0
11:38:58.695450 IP 10.12.100.44.63819 > 10.12.19.23.1346: UDP, length 0
11:38:58.698912 IP 10.12.100.44.63819 > 10.12.19.23.1027: UDP, length 0
11:38:58.698939 IP 10.12.100.44.63819 > 10.12.19.23.113: UDP, length 0
11:38:58.701441 IP 10.12.100.44.63819 > 10.12.19.23.1886: UDP, length 0
11:38:58.703686 IP 10.12.100.44.63819 > 10.12.19.23.38037: UDP, length 0
11:38:58.706308 IP 10.12.100.44.63819 > 10.12.19.23.25546: UDP, length 0
11:38:58.706314 IP 10.12.100.44.63819 > 10.12.19.23.34358: UDP, length 0
11:38:58.708817 IP 10.12.100.44.63819 > 10.12.19.23.4444: UDP, length 0
11:38:58.711142 IP 10.12.100.44.63819 > 10.12.19.23.3401: UDP, length 0
11:38:58.736984 IP 10.12.100.44.63818 > 10.12.19.23.1025: UDP, length 0
11:38:58.745657 IP 10.12.100.44.63818 > 10.12.19.23.17146: UDP, length 0
11:38:58.748931 IP 10.12.100.44.63818 > 10.12.19.23.1761: UDP, length 0
11:38:58.751396 IP 10.12.100.44.63818 > 10.12.19.23.22055: UDP, length 0
11:38:58.753465 IP 10.12.100.44.63818 > 10.12.19.23.44101: UDP, length 0
11:38:58.756071 IP 10.12.100.44.63818 > 10.12.19.23.19193: UDP, length 0
11:38:58.758353 IP 10.12.100.44.63818 > 10.12.19.23.20445: UDP, length 0
11:38:58.758359 IP 10.12.100.44.63818 > 10.12.19.23.49208: UDP, length 0
11:38:58.760755 IP 10.12.100.44.63818 > 10.12.19.23.16548: UDP, length 0
11:38:58.763087 IP 10.12.100.44.63818 > 10.12.19.23.53006: UDP, length 0
11:38:58.787028 IP 10.12.100.44.63819 > 10.12.19.23.1025: UDP, length 0
11:38:58.796312 IP 10.12.100.44.63819 > 10.12.19.23.17146: UDP, length 0
11:38:58.799154 IP 10.12.100.44.63819 > 10.12.19.23.1761: UDP, length 0
11:38:58.801429 IP 10.12.100.44.63819 > 10.12.19.23.22055: UDP, length 0
11:38:58.803862 IP 10.12.100.44.63819 > 10.12.19.23.44101: UDP, length 0
11:38:58.806326 IP 10.12.100.44.63819 > 10.12.19.23.19193: UDP, length 0
11:38:58.808673 IP 10.12.100.44.63819 > 10.12.19.23.49208: UDP, length 0
11:38:58.808693 IP 10.12.100.44.63819 > 10.12.19.23.20445: UDP, length 0
11:38:58.811050 IP 10.12.100.44.63819 > 10.12.19.23.16548: UDP, length 0
11:38:58.813429 IP 10.12.100.44.63819 > 10.12.19.23.53006: UDP, length 0
11:38:58.837237 IP 10.12.100.44.63818 > 10.12.19.23.21261: UDP, length 0
11:38:58.846563 IP 10.12.100.44.63818 > 10.12.19.23.829: UDP, length 0
11:38:58.849198 IP 10.12.100.44.63818 > 10.12.19.23.3457: UDP, length 0
11:38:58.851811 IP 10.12.100.44.63818 > 10.12.19.23.18683: UDP, length 0
11:38:58.854238 IP 10.12.100.44.63818 > 10.12.19.23.19792: UDP, length 0
11:38:58.856681 IP 10.12.100.44.63818 > 10.12.19.23.18234: UDP, length 0
11:38:58.858993 IP 10.12.100.44.63818 > 10.12.19.23.20279: UDP, length 0
11:38:58.859001 IP 10.12.100.44.63818 > 10.12.19.23.20449: UDP, length 0
11:38:58.861386 IP 10.12.100.44.63818 > 10.12.19.23.30975: UDP, length 0
11:38:58.863553 IP 10.12.100.44.63818 > 10.12.19.23.2148: UDP, length 0
11:38:58.887276 IP 10.12.100.44.63819 > 10.12.19.23.21261: UDP, length 0
11:38:58.896580 IP 10.12.100.44.63819 > 10.12.19.23.829: UDP, length 0
11:38:58.899579 IP 10.12.100.44.63819 > 10.12.19.23.3457: UDP, length 0
11:38:58.902108 IP 10.12.100.44.63819 > 10.12.19.23.18683: UDP, length 0
11:38:58.904821 IP 10.12.100.44.63819 > 10.12.19.23.19792: UDP, length 0
11:38:58.907157 IP 10.12.100.44.63819 > 10.12.19.23.18234: UDP, length 0
11:38:58.909410 IP 10.12.100.44.63819 > 10.12.19.23.20449: UDP, length 0
11:38:58.909430 IP 10.12.100.44.63819 > 10.12.19.23.20279: UDP, length 0
11:38:58.911844 IP 10.12.100.44.63819 > 10.12.19.23.30975: UDP, length 0
11:38:58.914105 IP 10.12.100.44.63819 > 10.12.19.23.2148: UDP, length 0
11:38:58.938445 IP 10.12.100.44.63818 > 10.12.19.23.31891: UDP, length 0
11:38:58.946651 IP 10.12.100.44.63818 > 10.12.19.23.36458: UDP, length 0
11:38:58.950122 IP 10.12.100.44.63818 > 10.12.19.23.49968: UDP, length 0
11:38:58.952647 IP 10.12.100.44.63818 > 10.12.19.23.49215: UDP, length 0
11:38:58.955033 IP 10.12.100.44.63818 > 10.12.19.23.61322: UDP, length 0
11:38:58.957393 IP 10.12.100.44.63818 > 10.12.19.23.2000: UDP, length 0
11:38:58.959854 IP 10.12.100.44.63818 > 10.12.19.23.49211: UDP, length 0
11:38:58.959862 IP 10.12.100.44.63818 > 10.12.19.23.45380: UDP, length 0
11:38:58.962118 IP 10.12.100.44.63818 > 10.12.19.23.49170: UDP, length 0
11:38:58.964300 IP 10.12.100.44.63818 > 10.12.19.23.53: 0 stat [0q] (12)
11:38:58.988587 IP 10.12.100.44.63819 > 10.12.19.23.31891: UDP, length 0
11:38:58.997099 IP 10.12.100.44.63819 > 10.12.19.23.36458: UDP, length 0
11:38:59.000151 IP 10.12.100.44.63819 > 10.12.19.23.49968: UDP, length 0
11:38:59.002943 IP 10.12.100.44.63819 > 10.12.19.23.49215: UDP, length 0
11:38:59.005167 IP 10.12.100.44.63819 > 10.12.19.23.61322: UDP, length 0
11:38:59.007438 IP 10.12.100.44.63819 > 10.12.19.23.2000: UDP, length 0
11:38:59.010069 IP 10.12.100.44.63819 > 10.12.19.23.45380: UDP, length 0
11:38:59.010076 IP 10.12.100.44.63819 > 10.12.19.23.49211: UDP, length 0
11:38:59.012366 IP 10.12.100.44.63819 > 10.12.19.23.49170: UDP, length 0
11:38:59.014534 IP 10.12.100.44.63819 > 10.12.19.23.53: 0 stat [0q] (12)
11:38:59.039995 IP 10.12.100.44.63818 > 10.12.19.23.49171: UDP, length 0
11:38:59.048179 IP 10.12.100.44.63818 > 10.12.19.23.58419: UDP, length 0
11:38:59.050360 IP 10.12.100.44.63818 > 10.12.19.23.31365: UDP, length 0
11:38:59.053272 IP 10.12.100.44.63818 > 10.12.19.23.21000: UDP, length 0
11:38:59.055595 IP 10.12.100.44.63818 > 10.12.19.23.520: RIPv1, Request, length: 24
11:38:59.057672 IP 10.12.100.44.63818 > 10.12.19.23.54925: UDP, length 0
11:38:59.060381 IP 10.12.100.44.63818 > 10.12.19.23.687: UDP, length 0
11:38:59.060400 IP 10.12.100.44.63818 > 10.12.19.23.21556: UDP, length 0
11:38:59.062514 IP 10.12.100.44.63818 > 10.12.19.23.21663: UDP, length 0
11:38:59.064797 IP 10.12.100.44.63818 > 10.12.19.23.17754: UDP, length 0
11:38:59.090548 IP 10.12.100.44.63819 > 10.12.19.23.49171: UDP, length 0
11:38:59.098544 IP 10.12.100.44.63819 > 10.12.19.23.58419: UDP, length 0
11:38:59.100672 IP 10.12.100.44.63819 > 10.12.19.23.31365: UDP, length 0
11:38:59.103630 IP 10.12.100.44.63819 > 10.12.19.23.21000: UDP, length 0
11:38:59.105874 IP 10.12.100.44.63819 > 10.12.19.23.520: RIPv1, Request, length: 24
11:38:59.108233 IP 10.12.100.44.63819 > 10.12.19.23.54925: UDP, length 0
11:38:59.110635 IP 10.12.100.44.63819 > 10.12.19.23.21556: UDP, length 0
11:38:59.110642 IP 10.12.100.44.63819 > 10.12.19.23.687: UDP, length 0
11:38:59.112970 IP 10.12.100.44.63819 > 10.12.19.23.21663: UDP, length 0
11:38:59.115397 IP 10.12.100.44.63819 > 10.12.19.23.17754: UDP, length 0
11:38:59.140724 IP 10.12.100.44.63818 > 10.12.19.23.41702: UDP, length 0
11:38:59.148805 IP 10.12.100.44.63818 > 10.12.19.23.21784: UDP, length 0
11:38:59.151153 IP 10.12.100.44.63818 > 10.12.19.23.52144: UDP, length 0
11:38:59.153801 IP 10.12.100.44.63818 > 10.12.19.23.1032: UDP, length 0
11:38:59.156145 IP 10.12.100.44.63818 > 10.12.19.23.18669: UDP, length 0
11:38:59.158409 IP 10.12.100.44.63818 > 10.12.19.23.27195: UDP, length 0
11:38:59.160945 IP 10.12.100.44.63818 > 10.12.19.23.1901: UDP, length 0
11:38:59.161045 IP 10.12.100.44.63818 > 10.12.19.23.17487: UDP, length 0
11:38:59.163372 IP 10.12.100.44.63818 > 10.12.19.23.63420: UDP, length 0
11:38:59.165466 IP 10.12.100.44.63818 > 10.12.19.23.40622: UDP, length 0
11:38:59.191044 IP 10.12.100.44.63819 > 10.12.19.23.41702: UDP, length 0
11:38:59.198924 IP 10.12.100.44.63819 > 10.12.19.23.21784: UDP, length 0
11:38:59.201331 IP 10.12.100.44.63819 > 10.12.19.23.52144: UDP, length 0
11:38:59.204294 IP 10.12.100.44.63819 > 10.12.19.23.1032: UDP, length 0
11:38:59.206560 IP 10.12.100.44.63819 > 10.12.19.23.18669: UDP, length 0
11:38:59.208930 IP 10.12.100.44.63819 > 10.12.19.23.27195: UDP, length 0
11:38:59.211343 IP 10.12.100.44.63819 > 10.12.19.23.17487: UDP, length 0
11:38:59.211350 IP 10.12.100.44.63819 > 10.12.19.23.1901: UDP, length 0
11:38:59.213440 IP 10.12.100.44.63819 > 10.12.19.23.63420: UDP, length 0
11:38:59.215514 IP 10.12.100.44.63819 > 10.12.19.23.40622: UDP, length 0
11:38:59.242079 IP 10.12.100.44.63818 > 10.12.19.23.19503: UDP, length 0
11:38:59.248957 IP 10.12.100.44.63818 > 10.12.19.23.18485: UDP, length 0
11:38:59.251932 IP 10.12.100.44.63818 > 10.12.19.23.19130: UDP, length 0
11:38:59.254669 IP 10.12.100.44.63818 > 10.12.19.23.20842: UDP, length 0
11:38:59.257046 IP 10.12.100.44.63818 > 10.12.19.23.20249: UDP, length 0
11:38:59.259554 IP 10.12.100.44.63818 > 10.12.19.23.1813:  [|radius]
11:38:59.261693 IP 10.12.100.44.63818 > 10.12.19.23.1053: UDP, length 0
11:38:59.261700 IP 10.12.100.44.63818 > 10.12.19.23.49153: UDP, length 0
11:38:59.264237 IP 10.12.100.44.63818 > 10.12.19.23.686: UDP, length 0
11:38:59.266525 IP 10.12.100.44.63818 > 10.12.19.23.5000: UDP, length 0
11:38:59.292475 IP 10.12.100.44.63819 > 10.12.19.23.19503: UDP, length 0
11:38:59.298954 IP 10.12.100.44.63819 > 10.12.19.23.18485: UDP, length 0
11:38:59.302106 IP 10.12.100.44.63819 > 10.12.19.23.19130: UDP, length 0
11:38:59.305011 IP 10.12.100.44.63819 > 10.12.19.23.20842: UDP, length 0
11:38:59.307478 IP 10.12.100.44.63819 > 10.12.19.23.20249: UDP, length 0
11:38:59.309702 IP 10.12.100.44.63819 > 10.12.19.23.1813:  [|radius]
11:38:59.312069 IP 10.12.100.44.63819 > 10.12.19.23.49153: UDP, length 0
11:38:59.312088 IP 10.12.100.44.63819 > 10.12.19.23.1053: UDP, length 0
11:38:59.314315 IP 10.12.100.44.63819 > 10.12.19.23.686: UDP, length 0
11:38:59.316905 IP 10.12.100.44.63819 > 10.12.19.23.5000: UDP, length 0
11:38:59.342846 IP 10.12.100.44.63818 > 10.12.19.23.16816: UDP, length 0
11:38:59.349220 IP 10.12.100.44.63818 > 10.12.19.23.19154: UDP, length 0
11:38:59.352448 IP 10.12.100.44.63818 > 10.12.19.23.1058: UDP, length 0
11:38:59.355322 IP 10.12.100.44.63818 > 10.12.19.23.1039: UDP, length 0
11:38:59.357711 IP 10.12.100.44.63818 > 10.12.19.23.767: UDP, length 0
11:38:59.359891 IP 10.12.100.44.63818 > 10.12.19.23.22695: UDP, length 0
11:38:59.362386 IP 10.12.100.44.63818 > 10.12.19.23.21842: UDP, length 0
11:38:59.362415 IP 10.12.100.44.63818 > 10.12.19.23.17845: UDP, length 0
11:38:59.364690 IP 10.12.100.44.63818 > 10.12.19.23.1020: UDP, length 0
11:38:59.367318 IP 10.12.100.44.63818 > 10.12.19.23.639: UDP, length 0
11:38:59.393060 IP 10.12.100.44.63819 > 10.12.19.23.16816: UDP, length 0
11:38:59.399869 IP 10.12.100.44.63819 > 10.12.19.23.19154: UDP, length 0
11:38:59.402641 IP 10.12.100.44.63819 > 10.12.19.23.1058: UDP, length 0
11:38:59.405448 IP 10.12.100.44.63819 > 10.12.19.23.1039: UDP, length 0
11:38:59.407694 IP 10.12.100.44.63819 > 10.12.19.23.767: UDP, length 0
11:38:59.410013 IP 10.12.100.44.63819 > 10.12.19.23.22695: UDP, length 0
11:38:59.412551 IP 10.12.100.44.63819 > 10.12.19.23.17845: UDP, length 0
11:38:59.412558 IP 10.12.100.44.63819 > 10.12.19.23.21842: UDP, length 0
11:38:59.414948 IP 10.12.100.44.63819 > 10.12.19.23.1020: UDP, length 0
11:38:59.417411 IP 10.12.100.44.63819 > 10.12.19.23.639: UDP, length 0
11:38:59.443546 IP 10.12.100.44.63818 > 10.12.19.23.49210: UDP, length 0
11:38:59.450016 IP 10.12.100.44.63818 > 10.12.19.23.19717: UDP, length 0
11:38:59.452963 IP 10.12.100.44.63818 > 10.12.19.23.34758: UDP, length 0
11:38:59.455981 IP 10.12.100.44.63818 > 10.12.19.23.17417: UDP, length 0
11:38:59.458248 IP 10.12.100.44.63818 > 10.12.19.23.53037: UDP, length 0
11:38:59.460642 IP 10.12.100.44.63818 > 10.12.19.23.3052: UDP, length 0
11:38:59.462935 IP 10.12.100.44.63818 > 10.12.19.23.8001: UDP, length 0
11:38:59.462941 IP 10.12.100.44.63818 > 10.12.19.23.20540: UDP, length 0
11:38:59.465073 IP 10.12.100.44.63818 > 10.12.19.23.22341: UDP, length 0
11:38:59.467800 IP 10.12.100.44.63818 > 10.12.19.23.16498: UDP, length 0
11:38:59.493793 IP 10.12.100.44.63819 > 10.12.19.23.49210: UDP, length 0
11:38:59.500083 IP 10.12.100.44.63819 > 10.12.19.23.19717: UDP, length 0
11:38:59.503299 IP 10.12.100.44.63819 > 10.12.19.23.34758: UDP, length 0
11:38:59.506238 IP 10.12.100.44.63819 > 10.12.19.23.17417: UDP, length 0
11:38:59.508641 IP 10.12.100.44.63819 > 10.12.19.23.53037: UDP, length 0
11:38:59.510899 IP 10.12.100.44.63819 > 10.12.19.23.3052: UDP, length 0
11:38:59.513257 IP 10.12.100.44.63819 > 10.12.19.23.20540: UDP, length 0
11:38:59.513275 IP 10.12.100.44.63819 > 10.12.19.23.8001: UDP, length 0
11:38:59.515623 IP 10.12.100.44.63819 > 10.12.19.23.22341: UDP, length 0
11:38:59.517965 IP 10.12.100.44.63819 > 10.12.19.23.16498: UDP, length 0
11:38:59.543918 IP 10.12.100.44.63818 > 10.12.19.23.26966: UDP, length 0
11:38:59.550134 IP 10.12.100.44.63818 > 10.12.19.23.49152: UDP, length 0
11:38:59.553926 IP 10.12.100.44.63818 > 10.12.19.23.20465: UDP, length 0
11:38:59.556701 IP 10.12.100.44.63818 > 10.12.19.23.161:  F=r U="" E= C="" GetRequest(12) 
11:38:59.558926 IP 10.12.100.44.63818 > 10.12.19.23.17302: UDP, length 0
11:38:59.561294 IP 10.12.100.44.63818 > 10.12.19.23.45247: UDP, length 0
11:38:59.563695 IP 10.12.100.44.63818 > 10.12.19.23.33354: UDP, length 0
11:38:59.563701 IP 10.12.100.44.63818 > 10.12.19.23.199: UDP, length 0
11:38:59.566000 IP 10.12.100.44.63818 > 10.12.19.23.775: UDP, length 0
11:38:59.568354 IP 10.12.100.44.63818 > 10.12.19.23.62287: UDP, length 0
11:38:59.594257 IP 10.12.100.44.63819 > 10.12.19.23.26966: UDP, length 0
11:38:59.600325 IP 10.12.100.44.63819 > 10.12.19.23.49152: UDP, length 0
11:38:59.604355 IP 10.12.100.44.63819 > 10.12.19.23.20465: UDP, length 0
11:38:59.606877 IP 10.12.100.44.63819 > 10.12.19.23.161:  F=r U="" E= C="" GetRequest(12) 
11:38:59.609313 IP 10.12.100.44.63819 > 10.12.19.23.17302: UDP, length 0
11:38:59.611380 IP 10.12.100.44.63819 > 10.12.19.23.45247: UDP, length 0
11:38:59.613786 IP 10.12.100.44.63819 > 10.12.19.23.33354: UDP, length 0
11:38:59.616039 IP 10.12.100.44.63819 > 10.12.19.23.775: UDP, length 0
11:38:59.616049 IP 10.12.100.44.63819 > 10.12.19.23.199: UDP, length 0
11:38:59.618431 IP 10.12.100.44.63819 > 10.12.19.23.62287: UDP, length 0
11:38:59.644433 IP 10.12.100.44.63818 > 10.12.19.23.17888: UDP, length 0
11:38:59.650884 IP 10.12.100.44.63818 > 10.12.19.23.49180: UDP, length 0
11:38:59.654458 IP 10.12.100.44.63818 > 10.12.19.23.782: UDP, length 0
11:38:59.656912 IP 10.12.100.44.63818 > 10.12.19.23.22996: UDP, length 0
11:38:59.659333 IP 10.12.100.44.63818 > 10.12.19.23.17663: UDP, length 0
11:38:59.661496 IP 10.12.100.44.63818 > 10.12.19.23.42557: UDP, length 0
11:38:59.663771 IP 10.12.100.44.63818 > 10.12.19.23.20129: UDP, length 0
11:38:59.666118 IP 10.12.100.44.63818 > 10.12.19.23.21566: UDP, length 0
11:38:59.666126 IP 10.12.100.44.63818 > 10.12.19.23.42313: UDP, length 0
11:38:59.668469 IP 10.12.100.44.63818 > 10.12.19.23.19647: UDP, length 0
11:38:59.694679 IP 10.12.100.44.63819 > 10.12.19.23.17888: UDP, length 0
11:38:59.701032 IP 10.12.100.44.63819 > 10.12.19.23.49180: UDP, length 0
11:38:59.705006 IP 10.12.100.44.63819 > 10.12.19.23.782: UDP, length 0
11:38:59.707441 IP 10.12.100.44.63819 > 10.12.19.23.22996: UDP, length 0
11:38:59.709553 IP 10.12.100.44.63819 > 10.12.19.23.17663: UDP, length 0
11:38:59.711991 IP 10.12.100.44.63819 > 10.12.19.23.42557: UDP, length 0
11:38:59.714158 IP 10.12.100.44.63819 > 10.12.19.23.20129: UDP, length 0
11:38:59.716553 IP 10.12.100.44.63819 > 10.12.19.23.42313: UDP, length 0
11:38:59.716560 IP 10.12.100.44.63819 > 10.12.19.23.21566: UDP, length 0
11:38:59.718736 IP 10.12.100.44.63819 > 10.12.19.23.19647: UDP, length 0
11:38:59.744810 IP 10.12.100.44.63818 > 10.12.19.23.23965: UDP, length 0
11:38:59.751943 IP 10.12.100.44.63818 > 10.12.19.23.20872: UDP, length 0
11:38:59.755188 IP 10.12.100.44.63818 > 10.12.19.23.36108: UDP, length 0
11:38:59.757512 IP 10.12.100.44.63818 > 10.12.19.23.40847: UDP, length 0
11:38:59.759766 IP 10.12.100.44.63818 > 10.12.19.23.20665: UDP, length 0
11:38:59.762241 IP 10.12.100.44.63818 > 10.12.19.23.1069: UDP, length 0
11:38:59.764587 IP 10.12.100.44.63818 > 10.12.19.23.25375: UDP, length 0
11:38:59.766852 IP 10.12.100.44.63818 > 10.12.19.23.826: UDP, length 0
11:38:59.766860 IP 10.12.100.44.63818 > 10.12.19.23.2161: UDP, length 0
11:38:59.769172 IP 10.12.100.44.63818 > 10.12.19.23.5500: UDP, length 0
11:38:59.794879 IP 10.12.100.44.63819 > 10.12.19.23.23965: UDP, length 0
11:38:59.802953 IP 10.12.100.44.63819 > 10.12.19.23.20872: UDP, length 0
11:38:59.805501 IP 10.12.100.44.63819 > 10.12.19.23.36108: UDP, length 0
11:38:59.807925 IP 10.12.100.44.63819 > 10.12.19.23.40847: UDP, length 0
11:38:59.810056 IP 10.12.100.44.63819 > 10.12.19.23.20665: UDP, length 0
11:38:59.812648 IP 10.12.100.44.63819 > 10.12.19.23.1069: UDP, length 0
11:38:59.814692 IP 10.12.100.44.63819 > 10.12.19.23.25375: UDP, length 0
11:38:59.817391 IP 10.12.100.44.63819 > 10.12.19.23.2161: UDP, length 0
11:38:59.817398 IP 10.12.100.44.63819 > 10.12.19.23.826: UDP, length 0
11:38:59.819666 IP 10.12.100.44.63819 > 10.12.19.23.5500: UDP, length 0
11:38:59.845002 IP 10.12.100.44.63818 > 10.12.19.23.58640: UDP, length 0
11:38:59.854128 IP 10.12.100.44.63818 > 10.12.19.23.32775: UDP, length 0
11:38:59.856443 IP 10.12.100.44.63818 > 10.12.19.23.18832: UDP, length 0
11:38:59.858454 IP 10.12.100.44.63818 > 10.12.19.23.49160: UDP, length 0
11:38:59.860980 IP 10.12.100.44.63818 > 10.12.19.23.49174: UDP, length 0
11:38:59.863483 IP 10.12.100.44.63818 > 10.12.19.23.1037: UDP, length 0
11:38:59.865648 IP 10.12.100.44.63818 > 10.12.19.23.44160: UDP, length 0
11:38:59.868165 IP 10.12.100.44.63818 > 10.12.19.23.22105: UDP, length 0
11:38:59.868171 IP 10.12.100.44.63818 > 10.12.19.23.37393: UDP, length 0
11:38:59.870312 IP 10.12.100.44.63818 > 10.12.19.23.7000:  [|rx] (0)
11:38:59.895024 IP 10.12.100.44.63819 > 10.12.19.23.58640: UDP, length 0
11:38:59.904370 IP 10.12.100.44.63819 > 10.12.19.23.32775: UDP, length 0
11:38:59.906604 IP 10.12.100.44.63819 > 10.12.19.23.18832: UDP, length 0
11:38:59.908837 IP 10.12.100.44.63819 > 10.12.19.23.49160: UDP, length 0
11:38:59.911168 IP 10.12.100.44.63819 > 10.12.19.23.49174: UDP, length 0
11:38:59.913704 IP 10.12.100.44.63819 > 10.12.19.23.1037: UDP, length 0
11:38:59.915745 IP 10.12.100.44.63819 > 10.12.19.23.44160: UDP, length 0
11:38:59.918425 IP 10.12.100.44.63819 > 10.12.19.23.37393: UDP, length 0
11:38:59.918431 IP 10.12.100.44.63819 > 10.12.19.23.22105: UDP, length 0
11:38:59.920772 IP 10.12.100.44.63819 > 10.12.19.23.7000:  [|rx] (0)
11:38:59.945265 IP 10.12.100.44.63818 > 10.12.19.23.789: UDP, length 0
11:38:59.954597 IP 10.12.100.44.63818 > 10.12.19.23.1023: UDP, length 0
11:38:59.956968 IP 10.12.100.44.63818 > 10.12.19.23.42434: UDP, length 0
11:38:59.959464 IP 10.12.100.44.63818 > 10.12.19.23.1087: UDP, length 0
11:38:59.961562 IP 10.12.100.44.63818 > 10.12.19.23.58631: UDP, length 0
11:38:59.963990 IP 10.12.100.44.63818 > 10.12.19.23.9000: UDP, length 0
11:38:59.966287 IP 10.12.100.44.63818 > 10.12.19.23.21344: UDP, length 0
11:38:59.968734 IP 10.12.100.44.63818 > 10.12.19.23.20313: UDP, length 0
11:38:59.968741 IP 10.12.100.44.63818 > 10.12.19.23.32798: UDP, length 0
11:38:59.971019 IP 10.12.100.44.63818 > 10.12.19.23.64481: UDP, length 0
11:38:59.995522 IP 10.12.100.44.63819 > 10.12.19.23.789: UDP, length 0
11:39:00.005145 IP 10.12.100.44.63819 > 10.12.19.23.1023: UDP, length 0
11:39:00.007561 IP 10.12.100.44.63819 > 10.12.19.23.42434: UDP, length 0
11:39:00.009814 IP 10.12.100.44.63819 > 10.12.19.23.1087: UDP, length 0
11:39:00.012223 IP 10.12.100.44.63819 > 10.12.19.23.58631: UDP, length 0
11:39:00.014496 IP 10.12.100.44.63819 > 10.12.19.23.9000: UDP, length 0
11:39:00.016537 IP 10.12.100.44.63819 > 10.12.19.23.21344: UDP, length 0
11:39:00.019103 IP 10.12.100.44.63819 > 10.12.19.23.32798: UDP, length 0
11:39:00.019111 IP 10.12.100.44.63819 > 10.12.19.23.20313: UDP, length 0
